Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Donald J. Trump,REP,061,170,189,274,633,60.34
President and Vice President,Donald J. Trump,REP,062,790,1258,681,2729,63.67
President and Vice President,Donald J. Trump,REP,063,263,298,225,786,63.95
President and Vice President,Donald J. Trump,REP,064,324,323,345,992,62.35
President and Vice President,Donald J. Trump,REP,065,522,751,567,1840,57.25
President and Vice President,Donald J. Trump,REP,066,515,791,453,1759,58.21
President and Vice President,Donald J. Trump,REP,067,560,844,391,1795,64.08
President and Vice President,Donald J. Trump,REP,068,584,745,219,1548,64.66
President and Vice President,Donald J. Trump,REP,069,792,964,586,2342,67.03
President and Vice President,Donald J. Trump,REP,070,750,943,288,1981,59.56
President and Vice President,Donald J. Trump,REP,071,289,353,261,903,70.38
President and Vice President,Donald J. Trump,REP,072,412,573,367,1352,57.65
President and Vice President,Donald J. Trump,REP,073,608,893,581,2082,50.45
President and Vice President,Donald J. Trump,REP,074,-,-,-,57,47.50
President and Vice President,Donald J. Trump,REP,075,525,581,472,1578,55.90
President and Vice President,Donald J. Trump,REP,076,493,437,552,1482,63.93
President and Vice President,Donald J. Trump,REP,077,520,944,395,1859,72.45
President and Vice President,Donald J. Trump,REP,078,559,539,361,1459,60.61
President and Vice President,Donald J. Trump,REP,079,203,334,428,965,77.39
President and Vice President,Donald J. Trump,REP,080,150,241,229,620,63.20
President and Vice President,Donald J. Trump,REP,081,266,425,207,898,71.55
President and Vice President,Donald J. Trump,REP,082,594,600,796,1990,65.98
President and Vice President,Donald J. Trump,REP,083,1294,1408,702,3404,63.18
President and Vice President,Donald J. Trump,REP,084,306,496,368,1170,62.04
President and Vice President,Donald J. Trump,REP,085,312,606,333,1251,49.84
President and Vice President,Donald J. Trump,REP,086,413,539,370,1322,64.39
President and Vice President,Donald J. Trump,REP,087,566,1029,513,2108,50.11
President and Vice President,Donald J. Trump,REP,088,103,124,230,457,73.59
President and Vice President,Donald J. Trump,REP,089,191,392,313,896,72.37
President and Vice President,Donald J. Trump,REP,090,522,1107,533,2162,44.23
President and Vice President,Donald J. Trump,REP,091,544,740,489,1773,63.66
President and Vice President,Donald J. Trump,REP,092,328,534,279,1141,62.11
President and Vice President,Donald J. Trump,REP,093,420,501,511,1432,60.60
President and Vice President,Donald J. Trump,REP,094,273,414,461,1148,60.77
President and Vice President,Donald J. Trump,REP,095,435,765,366,1566,57.43
President and Vice President,Donald J. Trump,REP,096,251,449,318,1018,46.91
President and Vice President,Donald J. Trump,REP,097,792,873,522,2187,62.99
President and Vice President,Donald J. Trump,REP,098,294,556,331,1181,53.51
President and Vice President,Donald J. Trump,REP,099,332,579,303,1214,41.53
President and Vice President,Donald J. Trump,REP,100,276,480,404,1160,63.42
President and Vice President,Donald J. Trump,REP,101,329,611,391,1331,43.64
President and Vice President,Donald J. Trump,REP,102,358,406,326,1090,56.89
President and Vice President,Donald J. Trump,REP,103,302,438,306,1046,54.11
President and Vice President,Donald J. Trump,REP,104,137,225,130,492,66.13
President and Vice President,Donald J. Trump,REP,105,568,554,577,1699,60.72
President and Vice President,Donald J. Trump,REP,106,426,747,450,1623,57.01
President and Vice President,Donald J. Trump,REP,107,633,1194,306,2133,45.89
President and Vice President,Donald J. Trump,REP,108,916,1461,528,2905,62.38
President and Vice President,Donald J. Trump,REP,109,803,1346,521,2670,55.85
President and Vice President,Donald J. Trump,REP,110,374,699,152,1225,55.51
President and Vice President,Donald J. Trump,REP,111,679,921,465,2065,61.15
President and Vice President,Joseph R. Biden,DEM,001,982,431,300,1713,50.21
President and Vice President,Joseph R. Biden,DEM,002,124,67,77,268,34.40
President and Vice President,Joseph R. Biden,DEM,003,461,276,220,957,34.18
President and Vice President,Joseph R. Biden,DEM,004,181,113,59,353,30.96
President and Vice President,Joseph R. Biden,DEM,005,394,170,97,661,29.16
President and Vice President,Joseph R. Biden,DEM,006,1746,1007,347,3100,38.68
President and Vice President,Joseph R. Biden,DEM,007,1615,1213,444,3272,51.59
President and Vice President,Joseph R. Biden,DEM,008,1016,678,210,1904,40.03
President and Vice President,Joseph R. Biden,DEM,009,106,31,39,176,25.25
President and Vice President,Joseph R. Biden,DEM,010,125,74,63,262,29.47
President and Vice President,Joseph R. Biden,DEM,011,965,470,183,1618,40.94
President and Vice President,Joseph R. Biden,DEM,012,366,210,121,697,31.14
President and Vice President,Joseph R. Biden,DEM,013,493,225,106,824,28.24
President and Vice President,Joseph R. Biden,DEM,014,1157,762,225,2144,38.95
President and Vice President,Joseph R. Biden,DEM,015,1235,538,371,2144,40.56
President and Vice President,Joseph R. Biden,DEM,016,68,46,47,161,21.88
President and Vice President,Joseph R. Biden,DEM,017,984,719,187,1890,43.90
President and Vice President,Joseph R. Biden,DEM,018,203,99,79,381,37.61
President and Vice President,Joseph R. Biden,DEM,019,572,299,100,971,29.93
President and Vice President,Joseph R. Biden,DEM,020,-,-,-,143,30.56
President and Vice President,Joseph R. Biden,DEM,021,90,65,91,246,33.65
President and Vice President,Joseph R. Biden,DEM,022,477,291,116,884,33.55
President and Vice President,Joseph R. Biden,DEM,023,361,127,76,564,33.41
President and Vice President,Joseph R. Biden,DEM,024,-,-,-,122,39.48
President and Vice President,Joseph R. Biden,DEM,025,1468,510,351,2329,41.60
President and Vice President,Joseph R. Biden,DEM,026,462,199,120,781,34.24
President and Vice President,Joseph R. Biden,DEM,027,849,340,182,1371,25.51
President and Vice President,Joseph R. Biden,DEM,028,730,342,240,1312,40.47
President and Vice President,Joseph R. Biden,DEM,029,241,110,67,418,37.12
President and Vice President,Joseph R. Biden,DEM,030,595,321,161,1077,41.15
President and Vice President,Joseph R. Biden,DEM,031,636,457,239,1332,44.39
President and Vice President,Joseph R. Biden,DEM,032,582,280,195,1057,39.92
President and Vice President,Joseph R. Biden,DEM,033,1052,328,187,1567,31.43
President and Vice President,Joseph R. Biden,DEM,034,648,212,165,1025,35.48
President and Vice President,Joseph R. Biden,DEM,035,1291,890,183,2364,36.20
President and Vice President,Joseph R. Biden,DEM,036,1711,880,270,2861,43.47
President and Vice President,Joseph R. Biden,DEM,037,512,178,49,739,32.90
President and Vice President,Joseph R. Biden,DEM,038,1450,1026,314,2790,51.45
President and Vice President,Joseph R. Biden,DEM,039,141,72,47,260,32.62
President and Vice President,Joseph R. Biden,DEM,040,105,73,53,231,32.95
President and Vice President,Joseph R. Biden,DEM,041,337,140,60,537,31.40
President and Vice President,Joseph R. Biden,DEM,042,949,520,182,1651,39.54
President and Vice President,Joseph R. Biden,DEM,043,114,70,63,247,40.83
President and Vice President,Joseph R. Biden,DEM,044,267,104,69,440,37.67
President and Vice President,Joseph R. Biden,DEM,045,737,343,156,1236,28.99
President and Vice President,Joseph R. Biden,DEM,046,712,285,255,1252,41.97
President and Vice President,Joseph R. Biden,DEM,047,294,91,78,463,42.36
President and Vice President,Joseph R. Biden,DEM,048,410,332,98,840,44.78
President and Vice President,Joseph R. Biden,DEM,049,844,356,230,1430,33.51
President and Vice President,Joseph R. Biden,DEM,050,617,185,99,901,43.15
President and Vice President,Joseph R. Biden,DEM,051,466,235,174,875,39.41
President and Vice President,Joseph R. Biden,DEM,052,1056,430,159,1645,38.05
President and Vice President,Joseph R. Biden,DEM,053,438,206,135,779,42.11
President and Vice President,Joseph R. Biden,DEM,054,686,302,218,1206,45.03
President and Vice President,Joseph R. Biden,DEM,055,912,594,155,1661,42.38
President and Vice President,Joseph R. Biden,DEM,056,-,-,-,182,30.80
President and Vice President,Joseph R. Biden,DEM,057,393,185,127,705,39.72
President and Vice President,Joseph R. Biden,DEM,058,270,115,95,480,39.34
President and Vice President,Joseph R. Biden,DEM,059,1213,486,261,1960,39.06
President and Vice President,Joseph R. Biden,DEM,060,482,299,122,903,50.56
President and Vice President,Joseph R. Biden,DEM,061,197,107,99,403,38.42
President and Vice President,Joseph R. Biden,DEM,062,830,473,196,1499,34.97
President and Vice President,Joseph R. Biden,DEM,063,251,106,72,429,34.91
President and Vice President,Joseph R. Biden,DEM,064,356,119,111,586,36.83
President and Vice President,Joseph R. Biden,DEM,065,746,356,228,1330,41.38
President and Vice President,Joseph R. Biden,DEM,066,663,377,175,1215,40.21
President and Vice President,Joseph R. Biden,DEM,067,612,260,95,967,34.52
President and Vice President,Joseph R. Biden,DEM,068,508,245,72,825,34.46
President and Vice President,Joseph R. Biden,DEM,069,696,297,127,1120,32.05
President and Vice President,Joseph R. Biden,DEM,070,862,371,82,1315,39.54
President and Vice President,Joseph R. Biden,DEM,071,239,88,44,371,28.92
President and Vice President,Joseph R. Biden,DEM,072,544,286,124,954,40.68
President and Vice President,Joseph R. Biden,DEM,073,1073,637,275,1985,48.10
President and Vice President,Joseph R. Biden,DEM,074,-,-,-,61,50.83
President and Vice President,Joseph R. Biden,DEM,075,730,295,168,1193,42.26
President and Vice President,Joseph R. Biden,DEM,076,513,138,164,815,35.16
President and Vice President,Joseph R. Biden,DEM,077,433,194,64,691,26.93
President and Vice President,Joseph R. Biden,DEM,078,654,159,116,929,38.60
President and Vice President,Joseph R. Biden,DEM,079,145,60,61,266,21.33
President and Vice President,Joseph R. Biden,DEM,080,193,89,66,348,35.47
President and Vice President,Joseph R. Biden,DEM,081,217,92,38,347,27.65
President and Vice President,Joseph R. Biden,DEM,082,662,157,184,1003,33.26
President and Vice President,Joseph R. Biden,DEM,083,1309,469,157,1935,35.91
President and Vice President,Joseph R. Biden,DEM,084,348,211,126,685,36.32
President and Vice President,Joseph R. Biden,DEM,085,633,407,178,1218,48.53
President and Vice President,Joseph R. Biden,DEM,086,432,184,100,716,34.88
President and Vice President,Joseph R. Biden,DEM,087,1027,751,264,2042,48.54
President and Vice President,Joseph R. Biden,DEM,088,-,-,-,155,24.96
President and Vice President,Joseph R. Biden,DEM,089,182,90,53,325,26.25
President and Vice President,Joseph R. Biden,DEM,090,1300,1059,313,2672,54.66
President and Vice President,Joseph R. Biden,DEM,091,603,259,126,988,35.48
President and Vice President,Joseph R. Biden,DEM,092,378,194,102,674,36.69
President and Vice President,Joseph R. Biden,DEM,093,532,220,149,901,38.13
President and Vice President,Joseph R. Biden,DEM,094,378,210,127,715,37.85
President and Vice President,Joseph R. Biden,DEM,095,654,320,152,1126,41.29
President and Vice President,Joseph R. Biden,DEM,096,537,378,209,1124,51.80
President and Vice President,Joseph R. Biden,DEM,097,810,298,128,1236,35.60
President and Vice President,Joseph R. Biden,DEM,098,510,333,152,995,45.08
President and Vice President,Joseph R. Biden,DEM,099,775,641,250,1666,57.00
President and Vice President,Joseph R. Biden,DEM,100,339,175,123,637,34.83
President and Vice President,Joseph R. Biden,DEM,101,861,554,254,1669,54.72
President and Vice President,Joseph R. Biden,DEM,102,501,173,124,798,41.65
President and Vice President,Joseph R. Biden,DEM,103,468,251,145,864,44.70
President and Vice President,Joseph R. Biden,DEM,104,130,73,43,246,33.06
President and Vice President,Joseph R. Biden,DEM,105,687,228,156,1071,38.28
President and Vice President,Joseph R. Biden,DEM,106,662,366,167,1195,41.97
President and Vice President,Joseph R. Biden,DEM,107,1284,917,253,2454,52.80
President and Vice President,Joseph R. Biden,DEM,108,1045,455,177,1677,36.01
President and Vice President,Joseph R. Biden,DEM,109,1208,662,173,2043,42.73
President and Vice President,Joseph R. Biden,DEM,110,552,323,79,954,43.23
President and Vice President,Joseph R. Biden,DEM,111,808,350,120,1278,37.84
President and Vice President,Jo Jorgensen,LPF,001,-,-,-,24,0.70
President and Vice President,Jo Jorgensen,LPF,002,-,-,-,6,0.77
President and Vice President,Jo Jorgensen,LPF,003,-,-,-,18,0.64
President and Vice President,Jo Jorgensen,LPF,004,-,-,-,5,0.44
President and Vice President,Jo Jorgensen,LPF,005,-,-,-,5,0.22
President and Vice President,Jo Jorgensen,LPF,006,-,-,-,61,0.76
President and Vice President,Jo Jorgensen,LPF,007,-,-,-,43,0.68
President and Vice President,Jo Jorgensen,LPF,008,-,-,-,36,0.76
President and Vice President,Jo Jorgensen,LPF,009,-,-,-,2,0.29
President and Vice President,Jo Jorgensen,LPF,010,-,-,-,6,0.67
President and Vice President,Jo Jorgensen,LPF,011,-,-,-,46,1.16
President and Vice President,Jo Jorgensen,LPF,012,-,-,-,15,0.67
President and Vice President,Jo Jorgensen,LPF,013,-,-,-,13,0.45
President and Vice President,Jo Jorgensen,LPF,014,-,-,-,55,1.00
President and Vice President,Jo Jorgensen,LPF,015,-,-,-,39,0.74
President and Vice President,Jo Jorgensen,LPF,016,-,-,-,7,0.95
President and Vice President,Jo Jorgensen,LPF,017,-,-,-,21,0.49
President and Vice President,Jo Jorgensen,LPF,018,-,-,-,8,0.79
President and Vice President,Jo Jorgensen,LPF,019,-,-,-,15,0.46
President and Vice President,Jo Jorgensen,LPF,020,-,-,-,7,1.50
President and Vice President,Jo Jorgensen,LPF,021,-,-,-,6,0.82
President and Vice President,Jo Jorgensen,LPF,022,-,-,-,17,0.65
President and Vice President,Jo Jorgensen,LPF,023,-,-,-,9,0.53
President and Vice President,Jo Jorgensen,LPF,024,-,-,-,5,1.62
President and Vice President,Jo Jorgensen,LPF,025,-,-,-,37,0.66
President and Vice President,Jo Jorgensen,LPF,026,-,-,-,16,0.70
President and Vice President,Jo Jorgensen,LPF,027,-,-,-,36,0.67
President and Vice President,Jo Jorgensen,LPF,028,-,-,-,36,1.11
President and Vice President,Jo Jorgensen,LPF,029,-,-,-,8,0.71
President and Vice President,Jo Jorgensen,LPF,030,-,-,-,20,0.76
President and Vice President,Jo Jorgensen,LPF,031,-,-,-,29,0.97
President and Vice President,Jo Jorgensen,LPF,032,-,-,-,37,1.40
President and Vice President,Jo Jorgensen,LPF,033,-,-,-,31,0.62
President and Vice President,Jo Jorgensen,LPF,034,-,-,-,20,0.69
President and Vice President,Jo Jorgensen,LPF,035,-,-,-,59,0.90
President and Vice President,Jo Jorgensen,LPF,036,-,-,-,64,0.97
President and Vice President,Jo Jorgensen,LPF,037,-,-,-,13,0.58
President and Vice President,Jo Jorgensen,LPF,038,-,-,-,25,0.46
President and Vice President,Jo Jorgensen,LPF,039,-,-,-,6,0.75
President and Vice President,Jo Jorgensen,LPF,040,-,-,-,5,0.71
President and Vice President,Jo Jorgensen,LPF,041,-,-,-,14,0.82
President and Vice President,Jo Jorgensen,LPF,042,-,-,-,38,0.91
President and Vice President,Jo Jorgensen,LPF,043,-,-,-,4,0.66
President and Vice President,Jo Jorgensen,LPF,044,-,-,-,3,0.26
President and Vice President,Jo Jorgensen,LPF,045,-,-,-,28,0.66
President and Vice President,Jo Jorgensen,LPF,046,-,-,-,29,0.97
President and Vice President,Jo Jorgensen,LPF,047,-,-,-,10,0.91
President and Vice President,Jo Jorgensen,LPF,048,-,-,-,18,0.96
President and Vice President,Jo Jorgensen,LPF,049,-,-,-,32,0.75
President and Vice President,Jo Jorgensen,LPF,050,-,-,-,14,0.67
President and Vice President,Jo Jorgensen,LPF,051,-,-,-,25,1.13
President and Vice President,Jo Jorgensen,LPF,052,-,-,-,25,0.58
President and Vice President,Jo Jorgensen,LPF,053,-,-,-,24,1.30
President and Vice President,Jo Jorgensen,LPF,054,-,-,-,25,0.93
President and Vice President,Jo Jorgensen,LPF,055,-,-,-,37,0.94
President and Vice President,Jo Jorgensen,LPF,056,-,-,-,1,0.17
President and Vice President,Jo Jorgensen,LPF,057,-,-,-,18,1.01
President and Vice President,Jo Jorgensen,LPF,058,-,-,-,9,0.74
President and Vice President,Jo Jorgensen,LPF,059,-,-,-,27,0.54
President and Vice President,Jo Jorgensen,LPF,060,-,-,-,24,1.34
President and Vice President,Jo Jorgensen,LPF,061,-,-,-,9,0.86
President and Vice President,Jo Jorgensen,LPF,062,-,-,-,32,0.75
President and Vice President,Jo Jorgensen,LPF,063,-,-,-,9,0.73
President and Vice President,Jo Jorgensen,LPF,064,-,-,-,7,0.44
President and Vice President,Jo Jorgensen,LPF,065,-,-,-,30,0.93
President and Vice President,Jo Jorgensen,LPF,066,-,-,-,32,1.06
President and Vice President,Jo Jorgensen,LPF,067,-,-,-,26,0.93
President and Vice President,Jo Jorgensen,LPF,068,-,-,-,13,0.54
President and Vice President,Jo Jorgensen,LPF,069,-,-,-,17,0.49
President and Vice President,Jo Jorgensen,LPF,070,-,-,-,20,0.60
President and Vice President,Jo Jorgensen,LPF,071,-,-,-,3,0.23
President and Vice President,Jo Jorgensen,LPF,072,-,-,-,24,1.02
President and Vice President,Jo Jorgensen,LPF,073,-,-,-,40,0.97
President and Vice President,Jo Jorgensen,LPF,074,-,-,-,1,0.83
President and Vice President,Jo Jorgensen,LPF,075,-,-,-,28,0.99
President and Vice President,Jo Jorgensen,LPF,076,-,-,-,9,0.39
President and Vice President,Jo Jorgensen,LPF,077,-,-,-,9,0.35
President and Vice President,Jo Jorgensen,LPF,078,-,-,-,13,0.54
President and Vice President,Jo Jorgensen,LPF,079,-,-,-,8,0.64
President and Vice President,Jo Jorgensen,LPF,080,-,-,-,10,1.02
President and Vice President,Jo Jorgensen,LPF,081,-,-,-,6,0.48
President and Vice President,Jo Jorgensen,LPF,082,-,-,-,13,0.43
President and Vice President,Jo Jorgensen,LPF,083,-,-,-,26,0.48
President and Vice President,Jo Jorgensen,LPF,084,-,-,-,14,0.74
President and Vice President,Jo Jorgensen,LPF,085,-,-,-,25,1.00
President and Vice President,Jo Jorgensen,LPF,086,-,-,-,10,0.49
President and Vice President,Jo Jorgensen,LPF,087,-,-,-,28,0.67
President and Vice President,Jo Jorgensen,LPF,088,-,-,-,2,0.32
President and Vice President,Jo Jorgensen,LPF,089,-,-,-,9,0.73
President and Vice President,Jo Jorgensen,LPF,090,-,-,-,35,0.72
President and Vice President,Jo Jorgensen,LPF,091,-,-,-,15,0.54
President and Vice President,Jo Jorgensen,LPF,092,-,-,-,12,0.65
President and Vice President,Jo Jorgensen,LPF,093,-,-,-,21,0.89
President and Vice President,Jo Jorgensen,LPF,094,-,-,-,18,0.95
President and Vice President,Jo Jorgensen,LPF,095,-,-,-,20,0.73
President and Vice President,Jo Jorgensen,LPF,096,-,-,-,16,0.74
President and Vice President,Jo Jorgensen,LPF,097,-,-,-,33,0.95
President and Vice President,Jo Jorgensen,LPF,098,-,-,-,11,0.50
President and Vice President,Jo Jorgensen,LPF,099,-,-,-,22,0.75
President and Vice President,Jo Jorgensen,LPF,100,-,-,-,20,1.09
President and Vice President,Jo Jorgensen,LPF,101,-,-,-,23,0.75
President and Vice President,Jo Jorgensen,LPF,102,-,-,-,18,0.94
President and Vice President,Jo Jorgensen,LPF,103,-,-,-,13,0.67
President and Vice President,Jo Jorgensen,LPF,104,-,-,-,5,0.67
President and Vice President,Jo Jorgensen,LPF,105,-,-,-,22,0.79
President and Vice President,Jo Jorgensen,LPF,106,-,-,-,19,0.67
President and Vice President,Jo Jorgensen,LPF,107,-,-,-,33,0.71
President and Vice President,Jo Jorgensen,LPF,108,-,-,-,50,1.07
President and Vice President,Jo Jorgensen,LPF,109,-,-,-,40,0.84
President and Vice President,Jo Jorgensen,LPF,110,-,-,-,10,0.45
President and Vice President,Jo Jorgensen,LPF,111,-,-,-,20,0.59
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,001,-,-,-,3,0.09
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,002,-,-,-,1,0.13
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,003,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,004,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,005,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,006,-,-,-,4,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,007,-,-,-,3,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,008,-,-,-,5,0.11
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,009,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,010,-,-,-,1,0.11
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,011,-,-,-,4,0.10
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,012,-,-,-,2,0.09
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,013,-,-,-,2,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,014,-,-,-,3,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,015,-,-,-,3,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,016,-,-,-,1,0.14
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,017,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,018,-,-,-,1,0.10
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,019,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,020,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,021,-,-,-,2,0.27
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,022,-,-,-,2,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,023,-,-,-,1,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,024,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,025,-,-,-,4,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,026,-,-,-,1,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,027,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,028,-,-,-,4,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,029,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,030,-,-,-,2,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,031,-,-,-,4,0.13
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,032,-,-,-,3,0.11
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,033,-,-,-,2,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,034,-,-,-,2,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,035,-,-,-,5,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,036,-,-,-,4,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,037,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,038,-,-,-,4,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,039,-,-,-,2,0.25
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,040,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,041,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,042,-,-,-,3,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,043,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,044,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,045,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,046,-,-,-,3,0.10
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,047,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,048,-,-,-,3,0.16
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,049,-,-,-,2,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,050,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,051,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,052,-,-,-,4,0.09
