Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Election Day Votes,Total Votes,% of Total Votes
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 20,-,-,993,69.64
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 21,-,-,2512,70.11
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 22,-,-,2202,68.19
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 23,-,-,2628,70.25
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 24,-,-,897,69.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 25,425,854,1279,69.85
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 26,-,-,1468,67.81
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 27,-,-,1738,69.69
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 28,-,-,1047,66.99
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 29,-,-,1377,66.23
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 30,-,-,687,72.32
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 31,-,-,2005,65.54
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 32,262,452,714,61.45
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 33,277,538,815,64.43
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 34,-,-,579,64.40
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 35,382,752,1134,65.21
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 36,-,-,431,66.31
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 37,537,1055,1592,70.16
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 38,-,-,859,69.84
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 39,-,-,1971,69.38
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 40,-,-,1021,67.84
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 41,-,-,1279,68.65
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 42,325,437,762,69.46
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 43,-,-,927,68.87
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,Yes - For authority to grant exemptions,,PCT 44,-,-,551,67.94
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 1,-,-,420,26.73
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 2,-,-,273,27.25
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 3,35,142,177,30.46
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 4,-,-,674,26.61
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 5,184,523,707,26.79
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 6,246,593,839,25.13
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 7,48,97,145,30.33
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 8,-,-,784,27.18
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 9,-,-,808,27.58
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 10,-,-,1147,29.36
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 11,-,-,1166,25.07
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 12,-,-,1091,26.33
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 13,-,-,563,24.85
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 14,-,-,929,26.35
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 15,-,-,602,22.17
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 16,108,256,364,26.59
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 17,255,520,775,23.32
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 18,140,372,512,25.41
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 19,145,269,414,27.02
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 20,98,247,345,24.19
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 21,271,584,855,23.86
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 22,282,568,850,26.32
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 23,-,-,896,23.95
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 24,104,216,320,24.62
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 25,177,278,455,24.85
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 26,231,334,565,26.10
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 27,-,-,619,24.82
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 28,-,-,416,26.62
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 29,-,-,548,26.36
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 30,88,121,209,22.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 31,-,-,809,26.45
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 32,-,-,346,29.78
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 33,118,234,352,27.83
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 34,91,168,259,28.81
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 35,209,300,509,29.27
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 36,53,120,173,26.62
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 37,-,-,542,23.89
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 38,-,-,305,24.80
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 39,-,-,731,25.73
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 40,131,255,386,25.65
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 41,158,313,471,25.28
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 42,117,138,255,23.25
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 43,122,217,339,25.19
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,No - Against authority to grant exemptions,,PCT 44,-,-,214,26.39
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 1,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 2,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 3,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 4,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 5,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 6,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 7,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 8,-,-,1,0.03
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 9,-,-,1,0.03
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 10,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 11,-,-,1,0.02
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 12,-,-,2,0.05
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 13,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 14,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 15,-,-,1,0.04
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 16,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 17,-,-,1,0.03
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 18,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 19,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 20,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 21,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 22,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 23,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 24,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 25,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 26,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 27,-,-,1,0.04
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 28,-,-,1,0.06
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 29,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 30,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 31,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 32,-,-,1,0.09
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 33,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 34,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 35,-,-,1,0.06
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 36,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 37,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 38,-,-,1,0.08
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 39,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 40,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 41,-,-,1,0.05
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 42,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 43,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,OVER VOTES,,PCT 44,0,0,0,0.00
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,UNDER VOTES,,PCT 1,-,-,75,4.77
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,UNDER VOTES,,PCT 2,-,-,57,5.69
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,UNDER VOTES,,PCT 3,-,-,39,6.71
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,UNDER VOTES,,PCT 4,-,-,128,5.05
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,UNDER VOTES,,PCT 5,-,-,143,5.42
County Property Tax to New Businesses and Expansions of Existing Businesses to Establish New Jobs,UNDER VOTES,,PCT 6,-,-,168,5.03
