Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Election Day Votes,Total Votes,% of Total Votes
State Representative District 6,Alicia Bays,DEM,PCT 38,-,-,356,28.94
State Representative District 6,Alicia Bays,DEM,PCT 39,334,425,759,26.72
State Representative District 6,Alicia Bays,DEM,PCT 40,203,318,521,34.62
State Representative District 6,Alicia Bays,DEM,PCT 41,-,-,624,33.49
State Representative District 6,Alicia Bays,DEM,PCT 42,187,112,299,27.26
State Representative District 6,Alicia Bays,DEM,PCT 43,194,239,433,32.17
State Representative District 6,Alicia Bays,DEM,PCT 44,-,-,184,22.69
State Representative District 6,OVER VOTES,,PCT 3,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 4,-,-,1,0.04
State Representative District 6,OVER VOTES,,PCT 6,-,-,1,0.03
State Representative District 6,OVER VOTES,,PCT 7,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 8,-,-,1,0.03
State Representative District 6,OVER VOTES,,PCT 9,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 10,-,-,1,0.03
State Representative District 6,OVER VOTES,,PCT 11,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 12,-,-,1,0.02
State Representative District 6,OVER VOTES,,PCT 13,-,-,1,0.04
State Representative District 6,OVER VOTES,,PCT 14,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 15,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 16,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 17,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 18,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 19,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 20,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 21,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 22,-,-,2,0.06
State Representative District 6,OVER VOTES,,PCT 23,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 24,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 25,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 26,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 27,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 28,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 29,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 30,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 31,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 32,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 33,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 34,-,-,1,0.11
State Representative District 6,OVER VOTES,,PCT 35,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 36,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 37,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 38,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 39,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 40,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 41,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 42,0,0,0,0.00
State Representative District 6,OVER VOTES,,PCT 43,-,-,1,0.07
State Representative District 6,OVER VOTES,,PCT 44,0,0,0,0.00
State Representative District 6,UNDER VOTES,,PCT 3,-,-,17,2.93
State Representative District 6,UNDER VOTES,,PCT 4,-,-,83,3.28
State Representative District 6,UNDER VOTES,,PCT 6,-,-,79,2.37
State Representative District 6,UNDER VOTES,,PCT 7,-,-,9,3.00
State Representative District 6,UNDER VOTES,,PCT 8,-,-,105,3.64
State Representative District 6,UNDER VOTES,,PCT 9,-,-,119,4.06
State Representative District 6,UNDER VOTES,,PCT 10,-,-,165,4.22
State Representative District 6,UNDER VOTES,,PCT 11,-,-,196,4.21
State Representative District 6,UNDER VOTES,,PCT 12,-,-,141,3.40
State Representative District 6,UNDER VOTES,,PCT 13,-,-,70,3.09
State Representative District 6,UNDER VOTES,,PCT 14,-,-,109,3.09
State Representative District 6,UNDER VOTES,,PCT 15,-,-,72,2.65
State Representative District 6,UNDER VOTES,,PCT 16,-,-,24,1.75
State Representative District 6,UNDER VOTES,,PCT 17,-,-,88,2.65
State Representative District 6,UNDER VOTES,,PCT 18,-,-,63,3.13
State Representative District 6,UNDER VOTES,,PCT 19,-,-,36,2.35
State Representative District 6,UNDER VOTES,,PCT 20,-,-,40,2.81
State Representative District 6,UNDER VOTES,,PCT 21,-,-,93,2.60
State Representative District 6,UNDER VOTES,,PCT 22,-,-,82,2.54
State Representative District 6,UNDER VOTES,,PCT 23,-,-,107,2.86
State Representative District 6,UNDER VOTES,,PCT 24,-,-,51,3.92
State Representative District 6,UNDER VOTES,,PCT 25,-,-,49,2.68
State Representative District 6,UNDER VOTES,,PCT 26,-,-,69,3.19
State Representative District 6,UNDER VOTES,,PCT 27,-,-,79,3.17
State Representative District 6,UNDER VOTES,,PCT 28,-,-,49,3.13
State Representative District 6,UNDER VOTES,,PCT 29,-,-,72,3.46
State Representative District 6,UNDER VOTES,,PCT 30,-,-,31,3.26
State Representative District 6,UNDER VOTES,,PCT 31,-,-,113,3.69
State Representative District 6,UNDER VOTES,,PCT 32,-,-,42,3.61
State Representative District 6,UNDER VOTES,,PCT 33,-,-,46,3.64
State Representative District 6,UNDER VOTES,,PCT 34,-,-,17,1.89
State Representative District 6,UNDER VOTES,,PCT 35,-,-,44,2.53
State Representative District 6,UNDER VOTES,,PCT 36,-,-,20,3.08
State Representative District 6,UNDER VOTES,,PCT 37,-,-,69,3.04
State Representative District 6,UNDER VOTES,,PCT 38,-,-,38,3.09
State Representative District 6,UNDER VOTES,,PCT 39,39,47,86,3.03
State Representative District 6,UNDER VOTES,,PCT 40,-,-,39,2.59
State Representative District 6,UNDER VOTES,,PCT 41,-,-,60,3.22
State Representative District 6,UNDER VOTES,,PCT 42,-,-,51,4.65
State Representative District 6,UNDER VOTES,,PCT 43,-,-,43,3.19
State Representative District 6,UNDER VOTES,,PCT 44,-,-,34,4.19
County Commissioner District 4,Thomas H. Cook,REP,PCT 1,-,-,300,19.10
County Commissioner District 4,Thomas H. Cook,REP,PCT 2,46,109,155,15.47
County Commissioner District 4,Thomas H. Cook,REP,PCT 3,-,-,60,10.33
County Commissioner District 4,Thomas H. Cook,REP,PCT 4,-,-,348,13.74
County Commissioner District 4,Thomas H. Cook,REP,PCT 5,99,364,463,17.54
County Commissioner District 4,Thomas H. Cook,REP,PCT 6,-,-,432,12.94
County Commissioner District 4,Thomas H. Cook,REP,PCT 7,-,-,93,19.46
County Commissioner District 4,Thomas H. Cook,REP,PCT 8,136,360,496,17.19
County Commissioner District 4,Thomas H. Cook,REP,PCT 9,-,-,547,18.67
County Commissioner District 4,Thomas H. Cook,REP,PCT 10,-,-,628,16.07
County Commissioner District 4,Thomas H. Cook,REP,PCT 11,239,582,821,17.65
County Commissioner District 4,Thomas H. Cook,REP,PCT 12,195,458,653,15.76
County Commissioner District 4,Thomas H. Cook,REP,PCT 13,97,298,395,17.43
County Commissioner District 4,Thomas H. Cook,REP,PCT 14,-,-,589,16.70
County Commissioner District 4,Thomas H. Cook,REP,PCT 15,-,-,328,12.08
County Commissioner District 4,Thomas H. Cook,REP,PCT 16,-,-,163,11.91
County Commissioner District 4,Thomas H. Cook,REP,PCT 17,132,254,386,11.61
County Commissioner District 4,Thomas H. Cook,REP,PCT 18,55,178,233,11.56
County Commissioner District 4,Thomas H. Cook,REP,PCT 19,63,124,187,12.21
County Commissioner District 4,Thomas H. Cook,REP,PCT 20,47,130,177,12.41
County Commissioner District 4,Thomas H. Cook,REP,PCT 21,-,-,408,11.39
County Commissioner District 4,Thomas H. Cook,REP,PCT 22,121,247,368,11.40
County Commissioner District 4,Thomas H. Cook,REP,PCT 23,166,324,490,13.10
County Commissioner District 4,Thomas H. Cook,REP,PCT 24,-,-,169,13.00
County Commissioner District 4,Thomas H. Cook,REP,PCT 25,75,142,217,11.85
County Commissioner District 4,Thomas H. Cook,REP,PCT 26,99,178,277,12.79
County Commissioner District 4,Thomas H. Cook,REP,PCT 27,137,238,375,15.04
County Commissioner District 4,Thomas H. Cook,REP,PCT 28,75,161,236,15.10
County Commissioner District 4,Thomas H. Cook,REP,PCT 29,-,-,328,15.78
County Commissioner District 4,Thomas H. Cook,REP,PCT 30,58,85,143,15.05
County Commissioner District 4,Thomas H. Cook,REP,PCT 31,163,207,370,12.10
County Commissioner District 4,Thomas H. Cook,REP,PCT 32,44,78,122,10.50
County Commissioner District 4,Thomas H. Cook,REP,PCT 33,47,107,154,12.17
County Commissioner District 4,Thomas H. Cook,REP,PCT 34,35,53,88,9.79
County Commissioner District 4,Thomas H. Cook,REP,PCT 35,69,106,175,10.06
County Commissioner District 4,Thomas H. Cook,REP,PCT 36,-,-,91,14.00
County Commissioner District 4,Thomas H. Cook,REP,PCT 37,142,221,363,16.00
County Commissioner District 4,Thomas H. Cook,REP,PCT 38,-,-,217,17.64
County Commissioner District 4,Thomas H. Cook,REP,PCT 39,135,257,392,13.80
County Commissioner District 4,Thomas H. Cook,REP,PCT 40,81,142,223,14.82
County Commissioner District 4,Thomas H. Cook,REP,PCT 41,109,194,303,16.26
County Commissioner District 4,Thomas H. Cook,REP,PCT 42,80,85,165,15.04
County Commissioner District 4,Thomas H. Cook,REP,PCT 43,-,-,208,15.45
County Commissioner District 4,Thomas H. Cook,REP,PCT 44,61,100,161,19.85
County Commissioner District 4,Paul T. Davis II,REP,PCT 1,-,-,106,6.75
County Commissioner District 4,Paul T. Davis II,REP,PCT 2,-,-,61,6.09
County Commissioner District 4,Paul T. Davis II,REP,PCT 3,-,-,20,3.44
County Commissioner District 4,Paul T. Davis II,REP,PCT 4,46,87,133,5.25
County Commissioner District 4,Paul T. Davis II,REP,PCT 5,33,97,130,4.93
County Commissioner District 4,Paul T. Davis II,REP,PCT 6,73,154,227,6.80
County Commissioner District 4,Paul T. Davis II,REP,PCT 7,-,-,22,4.60
County Commissioner District 4,Paul T. Davis II,REP,PCT 8,44,175,219,7.59
County Commissioner District 4,Paul T. Davis II,REP,PCT 9,52,142,194,6.62
County Commissioner District 4,Paul T. Davis II,REP,PCT 10,75,182,257,6.58
County Commissioner District 4,Paul T. Davis II,REP,PCT 11,-,-,307,6.60
County Commissioner District 4,Paul T. Davis II,REP,PCT 12,69,183,252,6.08
County Commissioner District 4,Paul T. Davis II,REP,PCT 13,-,-,144,6.35
County Commissioner District 4,Paul T. Davis II,REP,PCT 14,80,152,232,6.58
County Commissioner District 4,Paul T. Davis II,REP,PCT 15,34,80,114,4.20
County Commissioner District 4,Paul T. Davis II,REP,PCT 16,-,-,65,4.75
County Commissioner District 4,Paul T. Davis II,REP,PCT 17,46,126,172,5.17
County Commissioner District 4,Paul T. Davis II,REP,PCT 18,-,-,98,4.86
County Commissioner District 4,Paul T. Davis II,REP,PCT 19,-,-,64,4.18
County Commissioner District 4,Paul T. Davis II,REP,PCT 20,-,-,69,4.84
County Commissioner District 4,Paul T. Davis II,REP,PCT 21,46,113,159,4.44
County Commissioner District 4,Paul T. Davis II,REP,PCT 22,51,109,160,4.96
County Commissioner District 4,Paul T. Davis II,REP,PCT 23,-,-,175,4.68
County Commissioner District 4,Paul T. Davis II,REP,PCT 24,-,-,59,4.54
County Commissioner District 4,Paul T. Davis II,REP,PCT 25,-,-,63,3.44
County Commissioner District 4,Paul T. Davis II,REP,PCT 26,39,59,98,4.53
County Commissioner District 4,Paul T. Davis II,REP,PCT 27,47,82,129,5.17
County Commissioner District 4,Paul T. Davis II,REP,PCT 28,-,-,81,5.18
County Commissioner District 4,Paul T. Davis II,REP,PCT 29,51,70,121,5.82
County Commissioner District 4,Paul T. Davis II,REP,PCT 30,-,-,66,6.95
County Commissioner District 4,Paul T. Davis II,REP,PCT 31,67,100,167,5.46
County Commissioner District 4,Paul T. Davis II,REP,PCT 32,-,-,56,4.82
County Commissioner District 4,Paul T. Davis II,REP,PCT 33,-,-,68,5.38
County Commissioner District 4,Paul T. Davis II,REP,PCT 34,-,-,40,4.45
County Commissioner District 4,Paul T. Davis II,REP,PCT 35,-,-,74,4.26
County Commissioner District 4,Paul T. Davis II,REP,PCT 36,-,-,31,4.77
County Commissioner District 4,Paul T. Davis II,REP,PCT 37,45,82,127,5.60
County Commissioner District 4,Paul T. Davis II,REP,PCT 38,-,-,74,6.02
County Commissioner District 4,Paul T. Davis II,REP,PCT 39,54,96,150,5.28
County Commissioner District 4,Paul T. Davis II,REP,PCT 40,35,57,92,6.11
County Commissioner District 4,Paul T. Davis II,REP,PCT 41,32,65,97,5.21
County Commissioner District 4,Paul T. Davis II,REP,PCT 42,32,33,65,5.93
County Commissioner District 4,Paul T. Davis II,REP,PCT 43,-,-,76,5.65
County Commissioner District 4,Paul T. Davis II,REP,PCT 44,-,-,53,6.54
County Commissioner District 4,Doug Moore,REP,PCT 1,68,190,258,16.42
County Commissioner District 4,Doug Moore,REP,PCT 2,-,-,125,12.48
County Commissioner District 4,Doug Moore,REP,PCT 3,-,-,96,16.52
County Commissioner District 4,Doug Moore,REP,PCT 4,86,278,364,14.37
County Commissioner District 4,Doug Moore,REP,PCT 5,84,359,443,16.79
County Commissioner District 4,Doug Moore,REP,PCT 6,-,-,610,18.27
County Commissioner District 4,Doug Moore,REP,PCT 7,-,-,81,16.95
County Commissioner District 4,Doug Moore,REP,PCT 8,-,-,566,19.62
County Commissioner District 4,Doug Moore,REP,PCT 9,-,-,609,20.78
County Commissioner District 4,Doug Moore,REP,PCT 10,-,-,879,22.50
County Commissioner District 4,Doug Moore,REP,PCT 11,-,-,937,20.15
County Commissioner District 4,Doug Moore,REP,PCT 12,-,-,874,21.09
County Commissioner District 4,Doug Moore,REP,PCT 13,-,-,458,20.21
County Commissioner District 4,Doug Moore,REP,PCT 14,175,551,726,20.59
County Commissioner District 4,Doug Moore,REP,PCT 15,-,-,780,28.73
County Commissioner District 4,Doug Moore,REP,PCT 16,40,142,182,13.29
County Commissioner District 4,Doug Moore,REP,PCT 17,139,417,556,16.73
County Commissioner District 4,Doug Moore,REP,PCT 18,-,-,440,21.84
County Commissioner District 4,Doug Moore,REP,PCT 19,91,203,294,19.19
County Commissioner District 4,Doug Moore,REP,PCT 20,73,206,279,19.57
County Commissioner District 4,Doug Moore,REP,PCT 21,183,470,653,18.22
County Commissioner District 4,Doug Moore,REP,PCT 22,166,405,571,17.68
County Commissioner District 4,Doug Moore,REP,PCT 23,199,519,718,19.19
County Commissioner District 4,Doug Moore,REP,PCT 24,59,180,239,18.38
County Commissioner District 4,Doug Moore,REP,PCT 25,136,305,441,24.09
County Commissioner District 4,Doug Moore,REP,PCT 26,131,264,395,18.24
County Commissioner District 4,Doug Moore,REP,PCT 27,151,302,453,18.16
County Commissioner District 4,Doug Moore,REP,PCT 28,-,-,308,19.71
County Commissioner District 4,Doug Moore,REP,PCT 29,-,-,349,16.79
County Commissioner District 4,Doug Moore,REP,PCT 30,46,100,146,15.37
County Commissioner District 4,Doug Moore,REP,PCT 31,-,-,604,19.75
County Commissioner District 4,Doug Moore,REP,PCT 32,81,161,242,20.83
County Commissioner District 4,Doug Moore,REP,PCT 33,75,139,214,16.92
County Commissioner District 4,Doug Moore,REP,PCT 34,83,157,240,26.70
County Commissioner District 4,Doug Moore,REP,PCT 35,165,359,524,30.13
County Commissioner District 4,Doug Moore,REP,PCT 36,38,73,111,17.08
County Commissioner District 4,Doug Moore,REP,PCT 37,-,-,385,16.97
County Commissioner District 4,Doug Moore,REP,PCT 38,-,-,247,20.08
County Commissioner District 4,Doug Moore,REP,PCT 39,164,371,535,18.83
County Commissioner District 4,Doug Moore,REP,PCT 40,-,-,280,18.60
County Commissioner District 4,Doug Moore,REP,PCT 41,-,-,401,21.52
County Commissioner District 4,Doug Moore,REP,PCT 42,-,-,224,20.42
County Commissioner District 4,Doug Moore,REP,PCT 43,82,144,226,16.79
County Commissioner District 4,Doug Moore,REP,PCT 44,-,-,148,18.25
County Commissioner District 4,Eric Orme,REP,PCT 1,-,-,260,16.55
County Commissioner District 4,Eric Orme,REP,PCT 2,-,-,195,19.46
County Commissioner District 4,Eric Orme,REP,PCT 3,-,-,166,28.57
County Commissioner District 4,Eric Orme,REP,PCT 4,-,-,565,22.31
County Commissioner District 4,Eric Orme,REP,PCT 5,56,341,397,15.04
County Commissioner District 4,Eric Orme,REP,PCT 6,75,404,479,14.35
County Commissioner District 4,Eric Orme,REP,PCT 7,-,-,39,8.16
County Commissioner District 4,Eric Orme,REP,PCT 8,57,131,188,6.52
County Commissioner District 4,Eric Orme,REP,PCT 9,-,-,217,7.41
County Commissioner District 4,Eric Orme,REP,PCT 10,-,-,293,7.50
County Commissioner District 4,Eric Orme,REP,PCT 11,-,-,360,7.74
County Commissioner District 4,Eric Orme,REP,PCT 12,-,-,374,9.03
County Commissioner District 4,Eric Orme,REP,PCT 13,48,185,233,10.28
County Commissioner District 4,Eric Orme,REP,PCT 14,88,271,359,10.18
County Commissioner District 4,Eric Orme,REP,PCT 15,32,138,170,6.26
County Commissioner District 4,Eric Orme,REP,PCT 16,67,247,314,22.94
County Commissioner District 4,Eric Orme,REP,PCT 17,123,554,677,20.37
County Commissioner District 4,Eric Orme,REP,PCT 18,-,-,220,10.92
County Commissioner District 4,Eric Orme,REP,PCT 19,41,166,207,13.51
County Commissioner District 4,Eric Orme,REP,PCT 20,-,-,174,12.20
County Commissioner District 4,Eric Orme,REP,PCT 21,103,344,447,12.48
County Commissioner District 4,Eric Orme,REP,PCT 22,81,275,356,11.03
County Commissioner District 4,Eric Orme,REP,PCT 23,104,402,506,13.53
County Commissioner District 4,Eric Orme,REP,PCT 24,-,-,166,12.77
County Commissioner District 4,Eric Orme,REP,PCT 25,37,139,176,9.61
County Commissioner District 4,Eric Orme,REP,PCT 26,68,210,278,12.84
County Commissioner District 4,Eric Orme,REP,PCT 27,66,234,300,12.03
County Commissioner District 4,Eric Orme,REP,PCT 28,-,-,189,12.09
County Commissioner District 4,Eric Orme,REP,PCT 29,74,205,279,13.42
County Commissioner District 4,Eric Orme,REP,PCT 30,35,89,124,13.05
County Commissioner District 4,Eric Orme,REP,PCT 31,-,-,322,10.53
County Commissioner District 4,Eric Orme,REP,PCT 32,37,90,127,10.93
County Commissioner District 4,Eric Orme,REP,PCT 33,43,126,169,13.36
County Commissioner District 4,Eric Orme,REP,PCT 34,-,-,96,10.68
County Commissioner District 4,Eric Orme,REP,PCT 35,43,95,138,7.94
County Commissioner District 4,Eric Orme,REP,PCT 36,-,-,86,13.23
County Commissioner District 4,Eric Orme,REP,PCT 37,94,253,347,15.29
County Commissioner District 4,Eric Orme,REP,PCT 38,-,-,164,13.33
County Commissioner District 4,Eric Orme,REP,PCT 39,60,281,341,12.00
County Commissioner District 4,Eric Orme,REP,PCT 40,42,138,180,11.96
County Commissioner District 4,Eric Orme,REP,PCT 41,44,187,231,12.40
County Commissioner District 4,Eric Orme,REP,PCT 42,-,-,80,7.29
County Commissioner District 4,Eric Orme,REP,PCT 43,33,112,145,10.77
County Commissioner District 4,Eric Orme,REP,PCT 44,-,-,65,8.01
County Commissioner District 4,Keith E. Whitaker,REP,PCT 1,-,-,323,20.56
County Commissioner District 4,Keith E. Whitaker,REP,PCT 2,37,161,198,19.76
County Commissioner District 4,Keith E. Whitaker,REP,PCT 3,-,-,122,21.00
County Commissioner District 4,Keith E. Whitaker,REP,PCT 4,-,-,580,22.90
County Commissioner District 4,Keith E. Whitaker,REP,PCT 5,106,524,630,23.87
County Commissioner District 4,Keith E. Whitaker,REP,PCT 6,-,-,738,22.10
County Commissioner District 4,Keith E. Whitaker,REP,PCT 7,-,-,79,16.53
County Commissioner District 4,Keith E. Whitaker,REP,PCT 8,-,-,387,13.41
County Commissioner District 4,Keith E. Whitaker,REP,PCT 9,144,232,376,12.83
County Commissioner District 4,Keith E. Whitaker,REP,PCT 10,180,386,566,14.49
County Commissioner District 4,Keith E. Whitaker,REP,PCT 11,184,514,698,15.01
County Commissioner District 4,Keith E. Whitaker,REP,PCT 12,-,-,550,13.27
County Commissioner District 4,Keith E. Whitaker,REP,PCT 13,81,231,312,13.77
County Commissioner District 4,Keith E. Whitaker,REP,PCT 14,-,-,506,14.35
County Commissioner District 4,Keith E. Whitaker,REP,PCT 15,106,269,375,13.81
County Commissioner District 4,Keith E. Whitaker,REP,PCT 16,86,260,346,25.27
County Commissioner District 4,Keith E. Whitaker,REP,PCT 17,-,-,867,26.08
County Commissioner District 4,Keith E. Whitaker,REP,PCT 18,-,-,469,23.28
County Commissioner District 4,Keith E. Whitaker,REP,PCT 19,75,218,293,19.13
County Commissioner District 4,Keith E. Whitaker,REP,PCT 20,61,256,317,22.23
County Commissioner District 4,Keith E. Whitaker,REP,PCT 21,-,-,977,27.27
County Commissioner District 4,Keith E. Whitaker,REP,PCT 22,-,-,769,23.82
County Commissioner District 4,Keith E. Whitaker,REP,PCT 23,220,598,818,21.87
County Commissioner District 4,Keith E. Whitaker,REP,PCT 24,71,202,273,21.00
County Commissioner District 4,Keith E. Whitaker,REP,PCT 25,-,-,329,17.97
County Commissioner District 4,Keith E. Whitaker,REP,PCT 26,92,312,404,18.66
County Commissioner District 4,Keith E. Whitaker,REP,PCT 27,165,370,535,21.45
County Commissioner District 4,Keith E. Whitaker,REP,PCT 28,57,173,230,14.72
County Commissioner District 4,Keith E. Whitaker,REP,PCT 29,-,-,296,14.24
County Commissioner District 4,Keith E. Whitaker,REP,PCT 30,-,-,193,20.32
County Commissioner District 4,Keith E. Whitaker,REP,PCT 31,-,-,518,16.93
County Commissioner District 4,Keith E. Whitaker,REP,PCT 32,62,87,149,12.82
County Commissioner District 4,Keith E. Whitaker,REP,PCT 33,57,121,178,14.07
County Commissioner District 4,Keith E. Whitaker,REP,PCT 34,-,-,94,10.46
County Commissioner District 4,Keith E. Whitaker,REP,PCT 35,63,210,273,15.70
County Commissioner District 4,Keith E. Whitaker,REP,PCT 36,33,88,121,18.62
County Commissioner District 4,Keith E. Whitaker,REP,PCT 37,113,256,369,16.26
County Commissioner District 4,Keith E. Whitaker,REP,PCT 38,-,-,205,16.67
County Commissioner District 4,Keith E. Whitaker,REP,PCT 39,205,426,631,22.21
County Commissioner District 4,Keith E. Whitaker,REP,PCT 40,72,175,247,16.41
County Commissioner District 4,Keith E. Whitaker,REP,PCT 41,-,-,290,15.57
County Commissioner District 4,Keith E. Whitaker,REP,PCT 42,72,107,179,16.32
County Commissioner District 4,Keith E. Whitaker,REP,PCT 43,88,189,277,20.58
County Commissioner District 4,Keith E. Whitaker,REP,PCT 44,32,80,112,13.81
County Commissioner District 4,Robert M. Wright,REP,PCT 1,39,125,164,10.44
County Commissioner District 4,Robert M. Wright,REP,PCT 2,42,116,158,15.77
County Commissioner District 4,Robert M. Wright,REP,PCT 3,-,-,64,11.02
County Commissioner District 4,Robert M. Wright,REP,PCT 4,118,222,340,13.42
County Commissioner District 4,Robert M. Wright,REP,PCT 5,89,234,323,12.24
County Commissioner District 4,Robert M. Wright,REP,PCT 6,146,351,497,14.88
County Commissioner District 4,Robert M. Wright,REP,PCT 7,-,-,100,20.92
County Commissioner District 4,Robert M. Wright,REP,PCT 8,-,-,397,13.76
County Commissioner District 4,Robert M. Wright,REP,PCT 9,118,267,385,13.14
County Commissioner District 4,Robert M. Wright,REP,PCT 10,177,399,576,14.74
County Commissioner District 4,Robert M. Wright,REP,PCT 11,-,-,593,12.75
County Commissioner District 4,Robert M. Wright,REP,PCT 12,182,473,655,15.81
County Commissioner District 4,Robert M. Wright,REP,PCT 13,97,246,343,15.14
County Commissioner District 4,Robert M. Wright,REP,PCT 14,-,-,580,16.45
County Commissioner District 4,Robert M. Wright,REP,PCT 15,169,312,481,17.72
County Commissioner District 4,Robert M. Wright,REP,PCT 16,57,107,164,11.98
County Commissioner District 4,Robert M. Wright,REP,PCT 17,112,207,319,9.60
County Commissioner District 4,Robert M. Wright,REP,PCT 18,107,230,337,16.72
County Commissioner District 4,Robert M. Wright,REP,PCT 19,71,169,240,15.67
County Commissioner District 4,Robert M. Wright,REP,PCT 20,59,161,220,15.43
County Commissioner District 4,Robert M. Wright,REP,PCT 21,151,346,497,13.87
County Commissioner District 4,Robert M. Wright,REP,PCT 22,-,-,613,18.98
County Commissioner District 4,Robert M. Wright,REP,PCT 23,194,344,538,14.38
County Commissioner District 4,Robert M. Wright,REP,PCT 24,72,122,194,14.92
County Commissioner District 4,Robert M. Wright,REP,PCT 25,145,228,373,20.37
County Commissioner District 4,Robert M. Wright,REP,PCT 26,182,250,432,19.95
County Commissioner District 4,Robert M. Wright,REP,PCT 27,-,-,368,14.76
County Commissioner District 4,Robert M. Wright,REP,PCT 28,87,182,269,17.21
County Commissioner District 4,Robert M. Wright,REP,PCT 29,151,225,376,18.09
County Commissioner District 4,Robert M. Wright,REP,PCT 30,57,72,129,13.58
County Commissioner District 4,Robert M. Wright,REP,PCT 31,-,-,526,17.20
County Commissioner District 4,Robert M. Wright,REP,PCT 32,57,79,136,11.70
County Commissioner District 4,Robert M. Wright,REP,PCT 33,77,127,204,16.13
County Commissioner District 4,Robert M. Wright,REP,PCT 34,90,135,225,25.03
County Commissioner District 4,Robert M. Wright,REP,PCT 35,136,177,313,18.00
County Commissioner District 4,Robert M. Wright,REP,PCT 36,-,-,86,13.23
County Commissioner District 4,Robert M. Wright,REP,PCT 37,120,200,320,14.10
County Commissioner District 4,Robert M. Wright,REP,PCT 38,-,-,163,13.25
County Commissioner District 4,Robert M. Wright,REP,PCT 39,-,-,368,12.95
County Commissioner District 4,Robert M. Wright,REP,PCT 40,88,160,248,16.48
County Commissioner District 4,Robert M. Wright,REP,PCT 41,112,161,273,14.65
County Commissioner District 4,Robert M. Wright,REP,PCT 42,69,120,189,17.23
County Commissioner District 4,Robert M. Wright,REP,PCT 43,62,132,194,14.41
County Commissioner District 4,Robert M. Wright,REP,PCT 44,40,53,93,11.47
County Commissioner District 4,OVER VOTES,,PCT 1,-,-,4,0.25
County Commissioner District 4,OVER VOTES,,PCT 2,-,-,2,0.20
County Commissioner District 4,OVER VOTES,,PCT 3,0,0,0,0.00
County Commissioner District 4,OVER VOTES,,PCT 4,-,-,6,0.24
County Commissioner District 4,OVER VOTES,,PCT 5,-,-,3,0.11
County Commissioner District 4,OVER VOTES,,PCT 6,-,-,5,0.15
County Commissioner District 4,OVER VOTES,,PCT 7,-,-,4,0.84
County Commissioner District 4,OVER VOTES,,PCT 8,-,-,13,0.45
County Commissioner District 4,OVER VOTES,,PCT 9,-,-,9,0.31
County Commissioner District 4,OVER VOTES,,PCT 10,-,-,6,0.15
County Commissioner District 4,OVER VOTES,,PCT 11,-,-,15,0.32
County Commissioner District 4,OVER VOTES,,PCT 12,-,-,19,0.46
County Commissioner District 4,OVER VOTES,,PCT 13,-,-,5,0.22
County Commissioner District 4,OVER VOTES,,PCT 14,-,-,10,0.28
County Commissioner District 4,OVER VOTES,,PCT 15,-,-,6,0.22
County Commissioner District 4,OVER VOTES,,PCT 16,-,-,1,0.07
County Commissioner District 4,OVER VOTES,,PCT 17,-,-,3,0.09
County Commissioner District 4,OVER VOTES,,PCT 18,-,-,2,0.10
County Commissioner District 4,OVER VOTES,,PCT 19,-,-,1,0.07
County Commissioner District 4,OVER VOTES,,PCT 20,0,0,0,0.00
County Commissioner District 4,OVER VOTES,,PCT 21,-,-,7,0.20
County Commissioner District 4,OVER VOTES,,PCT 22,-,-,5,0.15
County Commissioner District 4,OVER VOTES,,PCT 23,-,-,7,0.19
County Commissioner District 4,OVER VOTES,,PCT 24,-,-,1,0.08
County Commissioner District 4,OVER VOTES,,PCT 25,-,-,5,0.27
County Commissioner District 4,OVER VOTES,,PCT 26,-,-,1,0.05
